Depth,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,TEMP,TENS,TVD,V_mud
583.9968,8.5,10.1538,2.283,118.3035,126.9976,0.331205,2.8989,25.1397,21.4896,11.0305,-310.795,32.3797,808.0386,574.8745133,1
584.1492,8.5,10.04,2.2899,118.3888,124.5287,0.324344,2.9443,25.1498,21.4652,10.7539,-311.038,32.3815,807.6259,575.0153467,1
584.3016,8.5,10.0922,2.2909,118.4345,124.678,0.30905,2.9735,25.1834,21.4787,10.418,-311.1642,32.3834,804.4807,575.1561777,1
584.454,8.5,10.251,2.2886,118.4193,128.2256,0.307572,2.9733,25.0292,21.3743,10.2409,-311.2056,32.3852,802.653,575.2970064,1
584.6064,8.5,10.4058,2.2828,118.3814,129.5505,0.321612,2.9708,24.7706,21.217,10.3691,-311.153,32.387,804.1482,575.4378328,1
584.7588,8.5,10.4697,2.2763,118.4644,130.291,0.338383,2.9419,24.6596,21.201,10.7811,-311.0717,32.3888,806.1431,575.5786568,1
584.9112,8.5,10.3903,2.2742,118.7188,130.9108,0.343757,2.9228,24.7251,21.3248,11.2788,-311.0404,32.3906,808.4589,575.7194786,1
585.0636,8.5,10.2343,2.2729,119.0924,125.6017,0.34136,2.9655,24.696,21.3363,11.5696,-311.0544,32.3924,812.2866,575.8602979,1
585.216,8.5,10.1358,2.2711,119.4378,119.5615,0.340881,3.0317,24.6887,21.325,11.4853,-311.0543,32.3942,814.6921,576.001115,1
585.3684,8.5,10.1285,2.2746,119.6042,118.3785,0.343561,3.0689,24.8285,21.4151,11.1326,-311.0341,32.396,814.462,576.1419297,1
585.5208,8.5,10.1867,2.2856,119.5733,122.2453,0.348962,3.0462,24.656,21.2506,10.8651,-311.0765,32.3978,813.1871,576.282742,1
585.6732,8.5,10.3355,2.2923,119.457,125.0188,0.35149,3.0052,24.1674,20.8528,10.9678,-311.1954,32.3996,811.9397,576.4235521,1
585.8256,8.5,10.4955,2.2849,119.335,121.4702,0.346871,2.9762,24.2031,20.9226,11.4532,-311.3635,32.4014,812.4221,576.5643598,1
585.978,8.5,10.4779,2.2742,119.2739,119.7351,0.332813,2.9762,24.553,21.2603,12.0465,-311.5992,32.4032,815.4064,576.7051652,1
586.1304,8.5,10.3359,2.2704,119.3854,119.2927,0.320447,3.007,24.4187,21.1783,12.5201,-311.8855,32.405,818.6766,576.8459682,1
586.2828,8.5,10.2044,2.2708,119.6,115.1746,0.324452,3.0506,23.9921,20.8326,12.7302,-312.1652,32.4069,818.3661,576.9867689,1
586.4352,8.5,10.1053,2.267,119.8303,114.2432,0.327918,3.0629,23.8173,20.6998,12.7149,-312.334,32.4087,813.1367,577.1275673,0.98624
586.5876,8.5,10.0465,2.2613,120.0601,118.2559,0.332575,3.0245,23.8961,20.7781,12.6058,-312.4385,32.4105,811.9305,577.2683633,1
586.74,8.5,10.0751,2.2603,120.2537,122.6302,0.335499,2.9763,23.9673,20.8299,12.4572,-312.5403,32.4123,819.317,577.409157,1
586.8924,8.5,10.1721,2.2648,120.3117,126.291,0.330678,2.9699,23.7998,20.6676,12.3736,-312.6052,32.4141,824.1984,577.5499483,1
587.0448,8.5,10.2632,2.2727,120.2142,125.9998,0.333439,3.0078,23.4156,20.3303,12.516,-312.659,32.4159,825.5468,577.6907374,1
587.1972,8.5,10.2856,2.2804,120.0552,122.303,0.347622,3.0413,23.1034,20.0552,12.8213,-312.8224,32.4177,829.0977,577.8315241,1
587.3496,8.5,10.2192,2.2833,119.9006,119.7871,0.358776,3.0428,23.0612,19.9992,12.9801,-313.1857,32.4195,831.4891,577.9723084,1
587.502,8.5,10.1273,2.2782,119.7788,118.4114,0.354719,3.0417,23.0587,20.0005,12.6984,-313.6951,32.4213,827.6234,578.1130904,1
587.6544,8.5,10.1085,2.2758,119.6795,117.7246,0.35014,3.054,23.1232,20.0955,12.1206,-314.1803,32.4231,822.6131,578.2538701,1
587.8068,8.5,10.183,2.2775,119.5569,117.8008,0.357698,3.0794,23.6131,20.5653,11.7031,-314.5347,32.4249,820.2142,578.3946474,1
587.9592,8.5,10.2991,2.2769,119.3776,120.3165,0.357703,3.0649,24.3853,21.2811,11.6791,-314.7555,32.4267,822.4843,578.5354224,1
588.1116,8.5,10.4372,2.2788,119.1314,121.64,0.341149,3.04,24.8125,21.7067,11.9062,-314.8813,32.4285,829.3383,578.6761951,1
588.264,8.5,10.5402,2.2829,118.8056,118.0577,0.327038,3.0478,24.7276,21.6769,12.202,-314.9594,32.4304,832.9027,578.8169654,1
588.4164,8.5,10.5693,2.2861,118.4113,116.9894,0.322831,3.0349,23.6266,20.7426,12.2515,-315.0494,32.4322,829.9885,578.9577334,1
588.5688,8.5,10.5557,2.2849,118.0172,121.803,0.323453,2.9926,21.741,19.0982,11.9466,-315.0157,32.434,827.8186,579.0984991,1
588.7212,8.5,10.4838,2.2799,117.8474,122.3131,0.331168,2.9818,20.9745,18.387,11.7943,-314.7083,32.4358,828.5483,579.2392624,1
588.8736,8.5,10.3865,2.275,117.9621,119.6484,0.331071,3.0005,21.996,19.2112,12.0869,-314.3293,32.4376,826.4706,579.3800233,1
589.026,8.5,10.4116,2.2742,118.2678,120.3966,0.326316,3.0517,23.1309,20.1508,12.3631,-314.0075,32.4394,823.5173,579.520782,1
589.1784,8.5,10.5544,2.2823,118.6699,124.9003,0.327167,3.0942,23.3964,20.3636,12.4613,-313.7101,32.4412,825.8486,579.6615383,1
589.3308,8.5,10.684,2.291,118.991,128.8298,0.328278,3.0838,23.2057,20.2041,12.6933,-313.4715,32.443,829.3571,579.8022922,1
589.4832,8.5,10.6835,2.2866,119.1423,127.2108,0.328812,3.055,23.1614,20.1645,13.2322,-313.4899,32.4448,830.6292,579.9430438,1
589.6356,8.5,10.5206,2.2798,119.1004,125.0357,0.331715,3.0329,23.424,20.3526,14.0087,-313.9388,32.4466,828.4283,580.0837931,1
589.788,8.5,10.2696,2.2801,118.8755,124.2759,0.336441,3.0014,23.9953,20.7522,14.8116,-314.4812,32.4484,825.0496,580.22454,1
589.9404,8.5,10.0633,2.2802,118.5412,120.1651,0.336576,2.9573,24.323,20.9058,14.9929,-314.8225,32.4502,822.4583,580.3652846,1
590.0928,8.5,9.977,2.2797,118.1593,114.8401,0.332223,2.9426,24.3049,20.7671,14.4678,-314.9424,32.452,824.8641,580.5060269,0.997092727
590.2452,8.5,10.0054,2.2808,117.7797,113.3655,0.328513,2.9782,24.4172,20.7715,13.981,-314.8739,32.4538,829.2732,580.6467668,0.970281818
590.3976,8.5,10.1143,2.2821,117.4387,115.2561,0.322362,3.0082,24.6272,20.9053,13.8517,-314.6278,32.4556,830.9188,580.787505,1
590.55,8.5,10.2283,2.2822,117.0234,117.72,0.307679,2.9985,25.0034,21.2284,14.0412,-314.2598,32.4575,830.0478,580.9282423,1
590.7024,8.5,10.2625,2.2858,116.4664,117.1752,0.299025,2.9773,25.5568,21.7214,14.3662,-313.9336,32.4593,828.7817,581.068979,1
590.8548,8.5,10.1967,2.2971,115.7293,119.7915,0.308482,2.9493,26.0296,22.1392,14.5188,-313.7964,32.4611,829.0985,581.2097151,1
591.0072,8.5,10.074,2.3137,114.6515,121.2376,0.323343,2.9167,26.7496,22.7283,14.3226,-313.7968,32.4629,829.9908,581.3504506,1
591.1596,8.5,9.9757,2.3298,113.1693,116.9964,0.315861,2.9122,27.6122,23.3656,13.6559,-313.8855,32.4647,826.6464,581.4911854,1
591.312,8.5,9.9446,2.3434,111.3475,113.3714,0.29757,2.9405,27.0663,22.7968,12.4547,-314.1502,32.4665,820.8265,581.6319196,0.970389091
591.4644,8.5,9.9561,2.354,109.582,111.8571,0.279215,2.9784,24.4424,20.5817,11.054,-314.4935,32.4683,823.7378,581.7726532,0.942856364
591.6168,8.5,9.978,2.36,109.0308,110.7258,0.269565,3.033,21.6863,18.3618,10.1051,-314.6747,32.4701,836.2531,581.9133862,0.922287273
591.7692,8.5,10.0228,2.3515,110.2299,109.252,0.285619,3.0915,20.407,17.3933,9.7465,-314.6893,32.4719,843.5315,582.0541185,0.895490909
591.9216,8.5,10.0872,2.3307,112.6813,110.0762,0.317705,3.1165,20.1401,17.2904,9.6705,-314.7248,32.4737,844.57,582.1948503,0.910476364
592.074,8.5,10.1146,2.3093,116.0659,112.4474,0.340495,3.0876,19.8825,17.2631,9.6812,-314.7653,32.4755,851.418,582.3355814,0.953589091
592.2264,8.5,10.0635,2.2849,119.303,114.6413,0.354497,3.0514,19.6426,17.2777,9.8465,-314.702,32.4773,848.5972,582.4763118,0.993478182
592.3788,8.5,10.0095,2.2712,121.6049,116.3336,0.377279,3.0261,19.5409,17.3696,10.0852,-314.4283,32.4791,837.1123,582.6170417,1
592.5312,8.5,10.0677,2.2748,123.0399,120.3746,0.398517,3.0245,19.0317,17.0159,10.0448,-313.9779,32.4809,829.3901,582.7577709,1
592.6836,8.5,10.2276,2.282,123.6608,118.5102,0.400415,3.0421,17.9337,16.0507,9.6742,-313.4909,32.4827,829.8297,582.8984995,1
592.836,8.5,10.3874,2.2796,123.5741,113.5666,0.387583,3.0573,17.5102,15.6027,9.6435,-313.0941,32.4845,834.384,583.0392275,0.973938182
592.9884,8.5,10.4476,2.2702,123.0704,114.997,0.372523,3.0447,18.2113,16.101,10.2028,-312.8826,32.4864,839.597,583.1799549,0.999945455
593.1408,8.5,10.3723,2.2631,122.4778,117.1242,0.359147,3.0066,18.1934,15.9835,10.4894,-312.8853,32.4882,843.0826,583.3206816,1
593.2932,8.5,10.2173,2.2626,122.0884,114.2071,0.352563,2.9837,16.9418,14.8159,10.1532,-313.0154,32.49,838.9046,583.4614077,0.985583636
593.4456,8.5,10.0995,2.267,121.917,111.9805,0.364679,2.9874,16.5221,14.3676,9.9602,-313.1265,32.4918,832.356,583.6021332,0.9451
593.598,8.5,10.0826,2.2688,121.8791,115.1408,0.377152,2.9803,17.8066,15.3877,10.2902,-313.2252,32.4936,831.312,583.7428581,1
593.7504,8.5,10.1629,2.2686,121.8501,118.0419,0.361932,2.9816,19.3304,16.6236,10.6997,-313.3704,32.4954,835.3838,583.8835824,1
593.9028,8.5,10.2958,2.2659,121.6696,116.3002,0.336545,2.9814,19.9908,17.1321,10.9742,-313.4948,32.4972,840.34,584.024306,1
594.0552,8.5,10.4005,2.2641,121.3629,114.2121,0.324088,2.9497,20.0707,17.1833,11.3261,-313.5298,32.499,841.8802,584.165029,0.985674545
594.2076,8.5,10.4623,2.2656,121.2198,114.8186,0.338169,2.9158,20.0256,17.1765,11.7028,-313.5145,32.5008,843.4341,584.3057514,0.996701818
594.36,8.5,10.4749,2.2672,121.335,118.4557,0.356656,2.9303,20.0624,17.2402,11.8188,-313.4846,32.5026,850.4731,584.4464731,1
594.5124,8.5,10.3948,2.2663,121.6204,120.5577,0.351686,2.9661,19.901,17.0991,11.5094,-313.4356,32.5044,854.6437,584.5871943,1
594.6648,8.5,10.259,2.2639,122.017,118.9113,0.34941,2.9754,19.9261,17.0755,11.1475,-313.2932,32.5062,849.9213,584.7279148,1
594.8172,8.5,10.1941,2.2638,122.2665,116.6683,0.356037,2.9625,20.2769,17.3177,10.8497,-313.0879,32.508,846.6821,584.8686347,1
594.9696,8.5,10.2455,2.2665,122.1758,115.5844,0.35371,2.9343,19.7629,16.853,10.2577,-312.8579,32.5098,855.6957,585.0093539,1
595.122,8.5,10.3708,2.2658,121.879,115.8347,0.345337,2.9162,17.9223,15.3076,9.3616,-312.6423,32.5116,857.8204,585.1500726,1
595.2744,8.5,10.4848,2.2608,121.4791,118.8804,0.341127,2.9326,16.5546,14.1638,8.8403,-312.5266,32.5134,851.6923,585.2907906,1
595.4268,8.5,10.507,2.2618,121.06,119.9576,0.336309,2.9664,16.4283,14.056,8.8893,-312.5807,32.5153,850.6072,585.431508,1
595.5792,8.5,10.4408,2.2711,120.7183,116.8127,0.33089,2.9924,17.012,14.5385,9.1376,-312.7805,32.5171,853.241,585.5722247,1
595.7316,8.5,10.37,2.2777,120.4993,117.4665,0.338586,3.007,17.5865,15.0108,9.2113,-312.9818,32.5189,850.3492,585.7129409,1
595.884,8.5,10.374,2.2792,120.4248,122.7334,0.355396,3.0297,18.524,15.7879,9.2898,-312.9951,32.5207,852.1215,585.8536564,1
596.0364,8.5,10.4988,2.2782,120.452,127.1774,0.3678,3.0452,19.8204,16.8902,9.5859,-312.8307,32.5225,855.0877,585.9943713,1
596.1888,8.5,10.6877,2.2761,120.5507,129.0137,0.361482,3.0337,20.6421,17.6136,9.987,-312.5714,32.5243,852.8362,586.1350856,1
596.3412,8.5,10.843,2.2761,120.6648,124.3736,0.340873,3.0132,20.4982,17.4969,10.3553,-312.2314,32.5261,852.4435,586.2757992,1
596.4936,8.5,10.8904,2.2764,120.7394,117.0389,0.3317,2.9837,19.9332,16.9695,10.7894,-311.918,32.5279,856.7357,586.4165123,1
596.646,8.5,10.8319,2.2685,120.7476,116.0183,0.337052,2.96,19.7631,16.7405,11.284,-311.7638,32.5297,857.3284,586.5572247,1
596.7984,8.5,10.7191,2.2589,120.7452,118.5401,0.344927,2.9666,19.8194,16.6999,11.5205,-311.7586,32.5315,849.528,586.6979365,1
596.9508,8.5,10.5908,2.2543,120.7639,118.2565,0.349088,2.9819,19.7748,16.5812,11.4592,-311.8086,32.5333,836.7686,586.8386476,1
597.1032,8.5,10.5155,2.2554,120.9266,120.6894,0.359745,2.9625,19.5508,16.3268,11.3069,-311.8252,32.5351,831.4909,586.9793582,1
597.2556,8.5,10.5418,2.2634,121.3111,126.3704,0.377824,2.94,19.2828,16.0536,11.0978,-311.7787,32.5369,836.2698,587.1200681,1
597.408,8.5,10.6145,2.2707,121.7612,127.8677,0.387282,2.9561,19.0265,15.7982,10.9022,-311.6402,32.5387,847.043,587.2607774,1
597.5604,8.5,10.662,2.2743,121.9636,125.4121,0.382658,2.9947,19.3684,16.0143,11.2634,-311.4526,32.5405,861.8701,587.401486,1
597.7128,8.5,10.667,2.2806,121.6751,123.009,0.365415,3.0116,19.8587,16.3569,11.9838,-311.309,32.5423,864.7798,587.5421941,1
597.8652,8.5,10.5855,2.286,121.0564,119.6178,0.342487,2.9958,20.041,16.5018,12.541,-311.123,32.5442,866.3483,587.6829015,1
598.0176,8.5,10.3892,2.2839,120.4579,116.5946,0.326343,2.9818,20.6647,17.0563,13.0653,-310.8141,32.546,877.7051,587.8236083,1
598.17,8.5,10.167,2.2812,120.2039,115.5835,0.322141,2.9829,21.38,17.6966,13.28,-310.3875,32.5478,871.3518,587.9643145,1
598.3224,8.5,10.0535,2.2799,120.4456,118.4806,0.344109,2.9958,21.5495,17.864,12.8973,-309.8301,32.5496,852.3804,588.10502,1
598.4748,8.5,10.1103,2.2759,120.7921,123.4394,0.370147,2.9672,21.2364,17.603,12.2113,-309.2173,32.5514,838.8562,588.2457249,1
598.6272,8.5,10.2361,2.2718,120.8051,125.6714,0.374178,2.9201,20.656,17.1132,11.5519,-308.6038,32.5532,834.5068,588.3864293,1
598.7796,8.5,10.3076,2.2685,120.3107,121.6177,0.370771,2.9075,19.501,16.1836,10.9048,-307.9805,32.555,835.9066,588.5271329,1
598.932,8.5,10.2875,2.2688,119.5672,115.7568,0.360627,2.9244,17.422,14.576,10.0863,-307.3808,32.5568,845.3755,588.667836,1
599.0844,8.5,10.2014,2.2737,119.0299,112.6642,0.343058,2.9573,16.3165,13.8146,9.6603,-306.8904,32.5586,864.9207,588.8085384,0.957530909
599.2368,8.5,10.0789,2.2779,118.9068,115.8508,0.335792,3.0112,17.5911,15.0265,9.9572,-306.4644,32.5604,877.94,588.9492402,1
599.3892,8.5,9.987,2.276,119.0603,120.4302,0.341532,3.0523,19.7849,16.9943,10.2637,-305.9408,32.5622,881.3297,589.0899414,1
599.5416,8.5,9.9992,2.2729,119.2243,119.0356,0.349576,3.0719,21.1693,18.2527,10.0419,-305.3029,32.564,877.708,589.230642,1
599.694,8.5,10.1205,2.2739,119.2903,116.6698,0.356048,3.0344,21.6818,18.7638,9.6023,-304.6996,32.5658,872.6459,589.3713419,1
599.8464,8.5,10.2797,2.2812,119.2084,119.8533,0.360127,2.9403,20.3796,17.7776,8.9055,-304.1118,32.5676,871.0874,589.5120412,1
599.9988,8.5,10.3992,2.2903,118.8969,121.9684,0.359649,2.8468,17.7546,15.6979,8.0209,-303.4728,32.5694,875.3542,589.6527399,1
600.1512,8.5,10.423,2.2897,118.2088,119.1155,0.35553,2.8312,17.1558,15.2577,7.6938,-302.8636,32.5712,875.6348,589.793438,1
600.3036,8.5,10.3648,2.2829,116.7668,115.8696,0.349539,2.893,18.861,16.671,7.8318,-302.3248,32.573,868.864,589.9341353,1
600.456,8.5,10.2595,2.2921,114.63,114.3542,0.347316,2.9233,21.1835,18.5432,7.951,-301.9494,32.5749,854.2726,590.0748314,0.988258182
600.6084,8.5,10.149,2.3123,112.6695,112.8595,0.332163,2.907,23.0151,19.9459,8.1201,-301.8337,32.5767,844.6218,590.2155258,0.961081818
600.7608,8.5,10.1064,2.3235,111.0469,109.4085,0.300882,2.9083,23.2849,19.9806,8.3901,-301.9516,32.5785,848.333,590.3562184,0.898336364
600.9132,8.5,10.1476,2.3242,108.5658,103.2194,0.279802,2.9476,22.2721,18.9147,8.4785,-302.2367,32.5803,855.851,590.4969093,0.785807273
601.0656,8.5,10.2355,2.3473,103.4418,92.71,0.267275,3.0707,22.8238,19.1336,8.5582,-302.6001,32.5821,862.1681,590.6375985,0.594727273
601.218,8.5,10.2526,2.4233,95.709,79.2602,0.23593,3.3685,29.4321,24.1469,9.8339,-303.0104,32.5839,864.2856,590.778286,0.350185455
601.3704,8.5,10.0003,2.5044,87.1841,68.7635,0.184945,3.7932,43.8604,35.2081,13.3183,-303.4727,32.5857,863.6545,590.9189717,0.159336364
601.5228,8.5,9.5416,2.5318,80.1132,61.8366,0.146281,4.1217,61.1356,48.3419,18.0542,-303.9728,32.5875,866.652,591.0596557,0.033392727
601.6752,8.5,9.241,2.5282,77.4316,55.5531,0.133018,4.2135,75.9824,59.3996,21.5564,-304.4745,32.5893,867.3491,591.200338,0
601.8276,8.5,9.132,2.512,80.4571,52.6521,0.144924,4.1087,81.2322,63.1101,21.5663,-304.9169,32.5911,864.0848,591.3410186,0
601.98,8.5,9.195,2.4593,87.8127,58.3724,0.190883,3.8882,64.0401,50.1372,17.47,-305.3172,32.5929,863.9053,591.4816974,0
602.1324,8.5,9.4768,2.3858,97.3767,74.8654,0.261392,3.6171,36.6069,29.539,12.3172,-305.6021,32.5947,866.1188,591.6223745,0.27028
602.2848,8.5,9.7386,2.3317,106.9809,91.1428,0.330496,3.3608,23.0989,19.5197,9.9528,-305.7039,32.5965,864.0417,591.7630499,0.566232727
602.4372,8.5,9.8411,2.3071,114.0373,102.6942,0.36578,3.1917,22.4881,19.4318,9.8766,-305.6689,32.5983,856.6898,591.9037236,0.776258182
602.5896,8.5,9.8326,2.3017,117.5754,112.1297,0.369093,3.1104,24.1286,21.1015,9.8763,-305.683,32.6001,853.1265,592.0443955,0.947812727
602.742,8.5,9.7847,2.3,118.73,117.8513,0.373208,3.0641,24.5736,21.7044,9.3247,-305.7736,32.6019,861.6968,592.1850658,1
602.8944,8.5,9.7398,2.3016,118.9669,118.4358,0.370735,3.0321,23.697,21.0934,8.5429,-305.902,32.6037,875.9471,592.3257343,1
603.0468,8.5,9.7239,2.3,118.9412,116.1539,0.363775,3.0036,21.9626,19.638,7.8918,-306.1036,32.6056,876.2697,592.466401,1
603.1992,8.5,9.7738,2.2877,118.6514,113.2206,0.354865,2.9822,20.0311,17.8433,7.4871,-306.4671,32.6074,870.7193,592.6070661,0.967647273
603.3516,8.5,9.907,2.2752,117.6734,113.545,0.333104,2.9959,18.7253,16.4413,7.2955,-307.0291,32.6092,869.5626,592.7477294,0.973545455
603.504,8.5,10.0869,2.2864,116.0626,115.4974,0.312913,3.0107,19.7056,16.9618,7.5962,-307.744,32.611,874.4196,592.888391,1
603.6564,8.5,10.2125,2.3137,114.7622,113.3062,0.299405,3.0119,22.3545,19.0041,8.2776,-308.5043,32.6128,883.7034,593.0290508,0.969203636
603.8088,8.5,10.2549,2.3246,114.3496,109.4706,0.291558,3.0377,23.8048,20.1671,8.7052,-309.1881,32.6146,892.5288,593.169709,0.899465455
603.9612,8.5,10.284,2.3138,114.9976,111.3616,0.307503,3.0364,23.346,19.7487,8.7333,-309.7652,32.6164,888.627,593.3103654,0.933847273
604.1136,8.5,10.3756,2.3015,116.5678,114.3891,0.341596,3.0294,23.1382,19.476,8.897,-310.186,32.6182,878.7392,593.4510201,0.988892727
604.266,8.5,10.5338,2.2966,117.9367,114.1286,0.360826,3.0451,23.7714,19.8543,9.3101,-310.4963,32.62,873.294,593.591673,0.984156364
604.4184,8.5,10.6236,2.2933,118.4719,117.1646,0.359779,3.0479,24.1793,20.0325,9.681,-310.8712,32.6218,869.1454,593.7323243,1
604.5708,8.5,10.5966,2.2852,118.6449,119.6848,0.360808,3.0023,23.6897,19.4787,9.9052,-311.2666,32.6236,871.3132,593.8729738,1
604.7232,8.5,10.4268,2.2748,118.7566,116.7808,0.365114,2.9435,22.7788,18.6136,10.0984,-311.6149,32.6254,875.5139,594.0136216,1
604.8756,8.5,10.1316,2.2699,118.9014,112.7366,0.362252,2.932,22.6113,18.3969,10.4983,-311.936,32.6272,881.132,594.1542676,0.958847273
605.028,8.5,9.8964,2.2696,119.153,109.5368,0.354156,2.9502,23.2874,18.8864,10.9693,-312.2856,32.629,884.4467,594.2949119,0.900669091
605.1804,8.5,9.8198,2.2737,119.3557,108.166,0.347351,2.9769,24.0344,19.4338,11.178,-312.6106,32.6308,881.4626,594.4355545,0.875745455
605.3328,8.5,9.8446,2.2778,119.4345,108.7161,0.351851,3.0027,24.6,19.8376,11.1958,-312.7939,32.6326,875.0174,594.5761954,0.885747273
605.4852,8.5,9.8999,2.2835,119.5286,110.3661,0.355226,3.0137,25.0199,20.1653,11.2234,-312.8242,32.6344,876.0977,594.7168346,0.915747273
605.6376,8.5,9.9296,2.292,119.4966,113.2848,0.347149,3.0032,25.3098,20.4513,11.2653,-312.7493,32.6362,882.5099,594.857472,0.968814545
605.79,8.5,9.9398,2.2959,119.1736,116.288,0.336205,3.0026,25.4628,20.6489,11.219,-312.5271,32.638,885.527,594.9981077,1
605.9424,8.5,9.9457,2.2939,118.6085,119.0566,0.320518,3.0088,25.4127,20.646,11.01,-312.157,32.6399,876.73,595.1387416,1
606.0948,8.5,9.9183,2.2901,117.7981,118.6278,0.301689,3.004,25.3335,20.5929,10.6574,-311.7038,32.6417,863.1536,595.2793739,1
606.2472,8.5,9.8539,2.2894,116.9789,115.8919,0.299297,2.9997,25.3977,20.6583,10.2699,-311.2652,32.6435,862.9238,595.4200044,1
606.3996,8.5,9.7741,2.2915,116.5191,112.1667,0.309135,2.9707,25.2875,20.592,9.8507,-310.9436,32.6453,876.1873,595.5606331,0.948485455
606.552,8.5,9.6672,2.2918,116.3972,107.6192,0.322784,2.9244,24.7828,20.2217,9.4255,-310.7313,32.6471,880.7708,595.7012602,0.865803636
606.7044,8.5,9.5525,2.2845,116.4771,106.8747,0.332214,2.9164,24.494,20.0419,9.0681,-310.548,32.6489,877.7161,595.8418855,0.852267273
606.8568,8.5,9.4623,2.272,116.6381,111.4568,0.333839,2.9552,24.8325,20.3736,8.7792,-310.4198,32.6507,871.5733,595.9825091,0.935578182
607.0092,8.5,9.4263,2.2618,116.6684,116.614,0.331788,2.9796,24.9172,20.5119,8.4806,-310.4077,32.6525,867.311,596.123131,1
607.1616,8.5,9.4631,2.2607,116.5737,116.0928,0.320269,2.9843,24.4476,20.1957,8.207,-310.5868,32.6543,866.6949,596.2637511,1
607.314,8.5,9.5661,2.2743,116.4235,113.0605,0.305971,2.9967,24.5924,20.3377,8.109,-310.9562,32.6561,865.745,596.4043695,0.964736364
607.4664,8.5,9.7154,2.2956,116.2253,110.4799,0.297753,2.9922,25.4528,21.0487,8.2238,-311.4146,32.6579,857.4963,596.5449862,0.917816364
607.6188,8.5,9.8711,2.3108,116.0949,109.9526,0.296849,2.9546,26.1113,21.6011,8.4213,-311.8215,32.6597,848.2512,596.6856012,0.908229091
607.7712,8.5,10.0024,2.3074,116.1012,113.3809,0.298756,2.9146,25.8072,21.3874,8.5295,-312.2292,32.6615,842.5173,596.8262144,0.970561818
607.9236,8.5,10.0799,2.2908,116.2585,116.8505,0.302505,2.9044,24.7221,20.5738,8.5541,-312.6491,32.6633,848.6464,596.9668259,1
608.076,8.5,10.0938,2.2784,116.5768,114.5087,0.303621,2.9198,23.9684,20.0309,8.6173,-312.9179,32.6651,858.7896,597.1074356,0.991067273
608.2284,8.5,10.0487,2.2739,116.9869,111.9159,0.304855,2.938,24.0515,20.1277,8.7378,-313.0202,32.6669,866.762,597.2480437,0.943925455
608.3808,8.5,9.9759,2.2758,117.365,113.4246,0.315982,2.9291,24.2728,20.314,8.8117,-313.0633,32.6687,872.8647,597.38865,0.971356364
608.5332,8.5,9.9498,2.281,117.632,115.5048,0.331441,2.9161,24.3723,20.4008,8.839,-313.1288,32.6705,877.0891,597.5292546,1
608.6856,8.5,10.0377,2.2849,117.8811,115.3149,0.341716,2.9552,24.3477,20.3931,8.8483,-313.2195,32.6723,875.4165,597.6698574,1
608.838,8.5,10.1678,2.2894,118.1034,119.0516,0.350706,3.0113,23.7738,19.9539,8.8511,-313.3091,32.6741,868.765,597.8104585,1
608.9904,8.5,10.2756,2.2938,118.1545,125.3077,0.35163,3.0316,23.0452,19.3926,9.0096,-313.452,32.6759,864.7587,597.9510579,1
609.1428,8.5,10.3394,2.2985,117.9889,131.7332,0.345156,3.0226,23.1342,19.4846,9.4165,-313.7267,32.6778,861.2043,598.0916556,1
609.2952,8.5,10.2921,2.2988,117.6904,129.1214,0.348661,3.0146,23.672,19.9423,9.8394,-314.0643,32.6796,860.2157,598.2322515,1
609.4476,8.5,10.0933,2.2963,117.4185,120.8262,0.352527,2.9951,23.763,20.0535,10.0902,-314.2766,32.6814,863.7375,598.3728459,1
609.6,8.5,9.8378,2.2975,117.3413,115.9244,0.345221,2.9797,23.5729,19.9543,10.1961,-314.2581,32.6832,871.6486,598.5134389,1
609.7524,8.5,9.612,2.2994,117.5106,116.9382,0.340123,2.9833,23.6428,20.0652,10.169,-314.1254,32.685,873.5262,598.6540306,1
609.9048,8.5,9.4491,2.2986,117.7989,116.3685,0.344502,2.9913,23.5899,20.0502,10.0101,-313.8805,32.6868,870.4377,598.7946211,1
610.0572,8.5,9.3976,2.295,118.1574,115.718,0.347491,3.0048,23.3158,19.8214,9.8674,-313.4442,32.6886,872.1848,598.9352102,1
610.2096,8.5,9.4616,2.2906,118.5908,115.4017,0.358139,3.0127,23.4463,19.902,9.8828,-312.8208,32.6904,871.4545,599.0757981,1
610.362,8.5,9.5913,2.2882,118.9803,114.1988,0.382432,3.0064,23.6326,20.0333,9.9415,-312.165,32.6922,865.179,599.2163846,0.985432727
610.5144,8.5,9.6945,2.29,119.2285,112.6981,0.396834,3.0263,23.2558,19.7203,9.894,-311.5927,32.694,863.7794,599.3569699,0.958147273
610.6668,8.5,9.7214,2.2943,119.1989,114.5466,0.398616,3.0775,22.7506,19.308,9.8454,-311.154,32.6958,868.0208,599.4975538,0.991756364
610.8192,8.5,9.6665,2.2949,118.9397,118.6165,0.390518,3.109,22.6607,19.2387,9.8919,-310.8521,32.6976,873.9006,599.6381364,1
610.9716,8.5,9.5721,2.2983,118.6099,118.0586,0.367781,3.079,23.3273,19.7833,10.0443,-310.7718,32.6994,876.9453,599.7787178,1
611.124,8.5,9.5393,2.3034,118.2495,114.1888,0.342522,3.0368,24.5419,20.7455,10.1899,-310.8646,32.7012,879.5023,599.9192978,0.985250909
