Depth,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,TEMP,TENS,TVD,V_mud
289.2552,8.5,9.3842,2.2259,136.6417,113.5292,0.357928,2.8925,26.498,20.8901,9.358,-296.5144,28.7125,644.0383,289.2230024,0.973258182
289.4076,8.5,9.3988,2.2199,135.9677,111.761,0.354678,2.8961,28.4313,22.2245,9.5718,-296.659,28.7144,642.6346,289.3753485,0.941109091
289.56,8.5,9.3621,2.2102,135.2626,110.8919,0.36334,2.9313,29.9822,23.2885,9.7435,-296.9185,28.7164,641.4175,289.5276944,0.925307273
289.7124,8.5,9.334,2.2066,134.7319,110.1784,0.37575,2.9456,30.7577,23.7712,9.7948,-297.1919,28.7183,641.0246,289.6800402,0.912334545
289.8648,8.5,9.3427,2.2059,134.4792,109.3093,0.404956,2.9494,30.7932,23.7127,9.7642,-297.5166,28.7203,642.4693,289.8323859,0.896532727
290.0172,8.5,9.3524,2.2029,134.4585,106.6764,0.423609,2.9316,30.1221,23.1383,9.6829,-297.852,28.7222,644.629,289.9847314,0.848661818
290.1696,8.5,9.3654,2.2022,134.7249,104.9691,0.401555,2.8807,29.153,22.3664,9.6143,-298.1145,28.7242,644.9158,290.1370768,0.81762
290.322,8.5,9.4413,2.2073,135.2375,107.817,0.378268,2.8566,28.6482,21.9891,9.5893,-298.3209,28.7262,643.7391,290.289422,0.8694
290.4744,8.5,9.5737,2.2074,135.6393,111.3092,0.367598,2.8604,29.2619,22.4805,9.6612,-298.5117,28.7281,641.7007,290.4417671,0.932894545
290.6268,8.5,9.6182,2.2037,135.709,109.3946,0.36396,2.8878,30.3273,23.356,9.9035,-298.7136,28.7301,641.3806,290.5941121,0.898083636
290.7792,8.5,9.5016,2.2025,135.6321,108.3367,0.369069,2.8968,30.4974,23.6347,10.1615,-298.8546,28.732,643.0862,290.7464569,0.878849091
290.9316,8.5,9.3539,2.2028,135.4596,110.1682,0.378812,2.8882,29.8785,23.3305,10.1597,-298.8786,28.734,643.6943,290.8988016,0.912149091
291.084,8.5,9.2905,2.2036,135.3357,108.3243,0.383216,2.8821,29.1972,22.9147,9.917,-298.8505,28.7359,642.3045,291.0511461,0.878623636
291.2364,8.5,9.2932,2.2074,135.4451,104.5868,0.37798,2.9036,27.9141,21.9797,9.5544,-298.8417,28.7379,641.1988,291.2034905,0.810669091
291.3888,8.5,9.3264,2.2158,135.4427,105.9897,0.367089,2.9537,26.1708,20.6665,9.2017,-298.8703,28.7398,641.3095,291.3558348,0.836176364
291.5412,8.5,9.3159,2.2245,135.1365,106.3764,0.357071,2.9559,25.5902,20.2279,9.1201,-298.8951,28.7418,642.2285,291.5081789,0.843207273
291.6936,8.5,9.2336,2.2266,134.7106,102.3658,0.356928,2.9032,26.9215,21.2295,9.3855,-298.8822,28.7437,642.9338,291.6605229,0.770287273
291.846,8.5,9.1442,2.2224,134.3699,97.8961,0.362402,2.8807,28.9325,22.7471,9.689,-298.96,28.7457,643.6406,291.8128667,0.68902
291.9984,8.5,9.091,2.218,134.2403,99.9983,0.363909,2.8738,29.7086,23.3683,9.6584,-299.1635,28.7477,644.3021,291.9652104,0.727241818
292.1508,8.5,9.0606,2.214,134.2868,101.2397,0.362205,2.8589,29.0325,22.9131,9.3772,-299.2821,28.7496,643.9948,292.1175539,0.749812727
292.3032,8.5,9.0319,2.2063,134.3379,100.7513,0.363024,2.8612,27.4399,21.7351,9.0758,-299.1955,28.7516,642.8437,292.2698973,0.740932727
292.4556,8.5,9.005,2.195,134.2809,103.1127,0.359774,2.8717,26.0375,20.6487,8.9069,-298.9882,28.7535,644.3048,292.4222406,0.783867273
292.608,8.5,8.9955,2.1938,134.1384,106.3871,0.347086,2.902,25.7602,20.3774,8.939,-298.7676,28.7555,647.4957,292.5745837,0.843401818
292.7604,8.5,8.9931,2.2117,134.0677,110.0623,0.334063,2.9543,26.3281,20.7587,9.036,-298.5458,28.7574,649.6516,292.7269267,0.910223636
292.9128,8.5,8.9815,2.226,134.1607,113.9228,0.33164,2.9771,26.0149,20.5403,8.8777,-298.4218,28.7594,649.0428,292.8792695,0.980414545
293.0652,8.5,8.9761,2.2298,134.3077,115.7752,0.341781,2.9622,25.125,19.9183,8.58,-298.4803,28.7613,646.4149,293.0316122,1
293.2176,8.5,8.9686,2.229,134.3964,112.8352,0.352205,2.954,24.7272,19.6371,8.4081,-298.6554,28.7633,642.8167,293.1839548,0.96064
293.37,8.5,8.9869,2.2311,134.4351,107.5092,0.35369,2.9609,24.9207,19.76,8.388,-298.847,28.7653,640.3938,293.3362972,0.863803636
293.5224,8.5,9.0769,2.2355,134.472,105.1205,0.352434,2.9822,25.7914,20.3531,8.4908,-299.0618,28.7672,641.6868,293.4886395,0.820372727
293.6748,8.5,9.2264,2.2339,134.6068,106.197,0.353783,2.985,26.2676,20.6534,8.5077,-299.3527,28.7692,645.9035,293.6409816,0.839945455
293.8272,8.5,9.3437,2.225,134.8494,107.4846,0.361837,2.9712,25.1079,19.7935,8.2596,-299.6799,28.7711,651.3387,293.7933232,0.863356364
293.9796,8.5,9.3454,2.2184,134.9989,110.5363,0.371928,2.9679,23.7267,18.8109,8.0579,-299.9777,28.7731,655.7097,293.945664,0.918841818
294.132,8.5,9.2539,2.2191,134.9091,112.2429,0.383442,2.9734,24.1842,19.1717,8.2498,-300.2547,28.775,654.4146,294.0980041,0.949870909
294.2844,8.5,9.2122,2.2153,134.5913,111.5445,0.395833,2.961,25.4441,20.0753,8.5349,-300.4888,28.777,653.6008,294.2503433,0.937172727
294.4368,8.5,9.2824,2.2075,134.1596,109.0364,0.396379,2.9489,25.2995,19.9023,8.4539,-300.5641,28.7789,659.6687,294.4026817,0.891570909
294.5892,8.5,9.4274,2.2096,134.0248,105.3467,0.381111,2.9178,24.4997,19.2311,8.2379,-300.4288,28.7809,660.7083,294.5550193,0.824485455
294.7416,8.5,9.6277,2.2189,134.3922,105.7936,0.368624,2.8699,24.3184,19.023,8.2468,-300.2242,28.7829,657.0816,294.7073561,0.832610909
294.894,8.5,9.8728,2.2221,135.0363,113.2383,0.365727,2.8407,24.2384,18.916,8.3737,-300.0547,28.7848,652.4486,294.859692,0.967969091
295.0464,8.5,10.0713,2.2198,135.6744,116.9666,0.360512,2.841,23.948,18.7051,8.4775,-299.9148,28.7868,642.8745,295.0120271,1
295.1988,8.5,10.1504,2.2199,136.013,114.2127,0.360554,2.8676,24.4847,19.1591,8.8083,-299.7377,28.7887,633.1741,295.1643614,0.985685455
295.3512,8.5,10.149,2.2229,135.9351,109.2083,0.361559,2.8837,25.9204,20.2851,9.332,-299.5655,28.7907,628.5226,295.3166948,0.894696364
295.5036,8.5,10.1167,2.2258,135.5919,108.2222,0.358838,2.874,26.9461,21.0451,9.6326,-299.516,28.7926,630.9332,295.4690274,0.876767273
295.656,8.5,10.1185,2.2256,135.2074,110.2721,0.362504,2.8825,26.9379,20.9297,9.5462,-299.5556,28.7946,637.8481,295.6213591,0.914038182
295.8084,8.5,10.1619,2.225,134.9725,112.1811,0.374489,2.9257,25.8438,19.928,9.0828,-299.6298,28.7965,641.7703,295.77369,0.948747273
295.9608,8.5,10.16,2.2311,134.8652,112.1286,0.379602,2.986,23.9951,18.3581,8.4004,-299.7842,28.7985,644.0797,295.92602,0.947792727
296.1132,8.5,10.1334,2.2442,135.0094,112.8205,0.376613,3.0355,22.9469,17.3924,7.9174,-299.9812,28.8005,647.9167,296.0783491,0.960372727
296.2656,8.5,10.1471,2.2505,135.2991,114.0595,0.374535,3.0412,23.7789,17.8217,7.8222,-300.0928,28.8024,646.7051,296.2306773,0.9829
296.418,8.5,10.0957,2.2458,135.0205,110.4668,0.372723,3.0075,25.5917,19.0408,7.9241,-300.1105,28.8044,640.1938,296.3830047,0.917578182
296.5704,8.5,9.9749,2.2462,134.2056,107.4797,0.368881,2.9958,27.4962,20.4133,8.0306,-300.0937,28.8063,634.0754,296.5353312,0.863267273
296.7228,8.5,9.9175,2.2483,133.2697,110.9865,0.367993,2.9987,28.8589,21.4059,7.9593,-299.9941,28.8083,631.7476,296.6876568,0.927027273
296.8752,8.5,9.947,2.2467,132.8963,115.287,0.376493,2.9843,28.8602,21.4156,7.7398,-299.8252,28.8102,631.299,296.8399815,1
297.0276,8.5,10.0579,2.2484,133.1514,113.5536,0.373051,2.9623,27.3474,20.3798,7.5674,-299.7739,28.8122,634.353,296.9923053,0.973701818
297.18,8.5,10.2476,2.2482,133.5446,110.7327,0.35966,2.9493,25.5449,19.1384,7.524,-299.8426,28.8141,637.0106,297.1446281,0.922412727
297.3324,8.5,10.4,2.2454,133.6822,112.7504,0.357883,2.9772,23.7777,17.8754,7.4638,-299.9976,28.8161,636.3984,297.2969501,0.959098182
297.4848,8.5,10.4458,2.2477,133.4866,115.481,0.35765,3.0178,22.0124,16.5957,7.3363,-300.3635,28.8181,632.5345,297.4492711,1
297.6372,8.5,10.4165,2.2508,133.2845,114.1582,0.350585,3.0241,21.7487,16.3945,7.3814,-301.0428,28.82,629.3594,297.6015913,0.984694545
297.7896,8.5,10.3446,2.2446,133.0504,111.1109,0.344066,3.0059,23.1041,17.3575,7.5636,-301.9453,28.822,631.4866,297.7539105,0.929289091
297.942,8.5,10.3436,2.2405,132.7256,112.0929,0.349214,2.9694,24.6569,18.47,7.6565,-302.7802,28.8239,636.2396,297.9062287,0.947143636
298.0944,8.5,10.4974,2.247,132.9046,116.6602,0.35439,2.9366,25.313,18.961,7.6081,-303.2592,28.8259,636.971,298.058546,1
298.2468,8.5,10.7904,2.2523,133.8577,119.4625,0.353632,2.9394,24.4054,18.3664,7.4539,-303.2979,28.8278,636.7589,298.2108624,1
298.3992,8.5,11.01,2.2541,135.3252,120.9282,0.35729,2.9472,23.906,18.0416,7.486,-303.1412,28.8298,635.4332,298.3631778,1
298.5516,8.5,11.0658,2.2547,136.3466,119.634,0.36193,2.9704,25.0943,18.8604,7.8642,-302.9762,28.8317,631.5447,298.5154923,1
298.704,8.5,11.0476,2.2533,136.3863,116.2713,0.35537,3.001,25.6805,19.2244,8.157,-302.7935,28.8337,627.8312,298.6678058,1
298.8564,8.5,11.0869,2.2525,135.7876,113.6539,0.341492,3.0096,24.6024,18.4276,8.0603,-302.6538,28.8356,624.8857,298.8201183,0.975525455
299.0088,8.5,11.2221,2.2551,134.7824,110.5163,0.328852,3.008,23.2373,17.4966,7.8035,-302.6097,28.8376,623.0577,298.9724298,0.918478182
299.1612,8.5,11.299,2.2539,133.8923,107.1545,0.323975,3.0286,22.7343,17.2552,7.7314,-302.5959,28.8396,622.4279,299.1247404,0.857354545
299.3136,8.5,11.1064,2.2508,133.7189,108.7618,0.328135,3.0659,22.4119,17.1807,7.9053,-302.5584,28.8415,620.3705,299.27705,0.886578182
299.466,8.5,10.7192,2.2516,133.8937,114.3721,0.337432,3.0784,21.5889,16.7354,8.1505,-302.4852,28.8435,618.134,299.4293586,0.988583636
299.6184,8.5,10.5137,2.2519,134.0187,118.2576,0.347532,3.0827,21.2799,16.6239,8.2741,-302.5207,28.8454,619.3922,299.5816662,1
299.7708,8.5,10.5124,2.2466,134.3007,119.9493,0.343887,3.1011,22.235,17.3911,8.295,-302.7285,28.8474,623.0435,299.7339728,1
299.9232,8.5,10.5632,2.2442,134.7164,117.5404,0.336608,3.1034,23.4446,18.3134,8.4687,-303.0544,28.8493,624.9437,299.8862784,1
300.0756,8.5,10.5937,2.2486,134.8575,117.1214,0.339415,3.0973,23.4145,18.2963,8.6421,-303.4137,28.8513,624.9257,300.038583,1
300.228,8.5,10.5857,2.2468,134.8555,113.8264,0.339975,3.0915,22.3429,17.4832,8.6239,-303.7412,28.8532,624.3968,300.1908866,0.978661818
300.3804,8.5,10.5688,2.2426,134.4603,110.9156,0.338372,3.0737,22.0367,17.2212,8.6531,-303.995,28.8552,621.413,300.3431892,0.925738182
300.5328,8.5,10.5717,2.2476,131.9238,112.5557,0.362626,3.0557,22.7792,17.7518,8.8211,-304.1761,28.8572,617.8156,300.4954907,0.955558182
300.6852,8.5,10.604,2.2534,125.7849,114.9077,0.383174,3.0408,23.0038,17.9363,8.9291,-304.3342,28.8591,617.3362,300.6477912,0.998321818
300.8376,8.5,10.6732,2.2522,119.2134,115.3829,0.364212,3.0131,23.3289,18.2231,9.1755,-304.4922,28.8611,619.5696,300.8000906,1
300.99,8.5,10.7685,2.2496,116.4931,115.9732,0.340735,2.9915,25.0859,19.5977,9.7543,-304.6085,28.863,623.4868,300.952389,1
301.1424,8.5,10.83,2.2484,118.438,120.5252,0.335996,3.0037,27.4412,21.4344,10.3636,-304.749,28.865,627.0234,301.1046864,1
301.2948,8.5,10.831,2.2426,124.5167,126.8427,0.334794,3.0201,28.8905,22.6221,10.9335,-305.0256,28.8669,627.2493,301.2569827,1
301.4472,8.5,10.8179,2.231,130.8652,125.6592,0.32056,3.0035,29.185,22.944,11.5141,-305.4184,28.8689,624.5143,301.409278,1
301.5996,8.5,10.822,2.2228,133.7689,121.4496,0.30658,2.9665,29.7572,23.4278,12.0805,-305.425,28.8708,621.7667,301.5615722,1
301.752,8.5,10.8508,2.2219,134.1226,118.7962,0.312625,2.9445,29.6479,23.3727,12.3426,-304.0438,28.8728,621.6828,301.7138653,1
301.9044,8.5,10.8993,2.2275,133.729,114.2676,0.329174,2.9472,27.9235,22.075,12.2071,-301.7541,28.8748,620.4301,301.8661573,0.986683636
302.0568,8.5,10.9387,2.2353,133.1269,113.7842,0.3403,2.9789,26.6985,21.1613,12.0377,-300.789,28.8767,616.9385,302.0184483,0.977894545
302.2092,8.5,10.9509,2.2382,132.4726,119.0881,0.346353,3.0102,26.2466,20.9091,12.0183,-301.0688,28.8787,615.0712,302.1707382,1
302.3616,8.5,10.9507,2.2369,131.5199,118.9702,0.344207,3.0026,25.9674,20.839,12.2113,-301.44,28.8806,615.7339,302.3230269,1
302.514,8.5,10.9526,2.239,130.322,117.0156,0.339155,2.9631,26.2794,21.2404,12.7459,-301.6068,28.8826,616.8124,302.4753146,1
302.6664,8.5,10.967,2.2444,129.0018,117.1345,0.347592,2.9323,27.1837,22.1299,13.4111,-301.7147,28.8845,618.6798,302.6276012,1
302.8188,8.5,10.9963,2.2423,125.6904,116.2154,0.36534,2.932,28.6224,23.4551,14.1211,-301.817,28.8865,619.5799,302.7798867,1
302.9712,8.5,11.012,2.2346,117.0723,110.8742,0.373896,2.9273,29.9538,24.6678,15.0383,-301.8318,28.8884,618.6906,302.932171,0.924985455
303.1236,8.5,10.9876,2.2316,103.5412,105.2803,0.355708,2.9319,29.0373,24.0335,15.7392,-301.7584,28.8904,619.7408,303.0844543,0.823278182
303.276,8.5,10.9492,2.2363,90.9238,104.7948,0.326416,2.9604,26.6119,22.1612,16.0162,-301.6816,28.8923,619.364,303.2367363,0.814450909
303.4284,8.5,10.9522,2.2403,86.0855,110.862,0.314538,2.9829,26.6665,22.264,16.7629,-301.6611,28.8943,617.7483,303.3890168,0.924763636
303.5808,8.5,10.9927,2.2388,91.6192,115.6617,0.310032,2.9991,28.3573,23.6688,17.815,-301.7454,28.8963,618.0927,303.5412959,1
303.7332,8.5,11.0395,2.2405,104.7519,116.7467,0.305386,3.0031,28.2672,23.6339,18.3165,-301.9807,28.8982,619.1075,303.6935734,1
303.8856,8.5,11.0724,2.2424,118.2727,117.1497,0.31599,2.9825,27.6714,23.1804,18.7865,-302.2367,28.9002,619.8634,303.8458495,1
304.038,8.5,11.0925,2.2401,126.2351,119.5335,0.336219,2.9513,27.9167,23.4383,19.5624,-302.3604,28.9021,619.7538,303.9981241,1
304.1904,8.5,11.1114,2.2361,129.5664,119.3586,0.346979,2.9047,28.2817,23.8215,20.0716,-302.3012,28.9041,618.5662,304.1503971,1
304.3428,8.5,11.1318,2.2326,131.1448,117.4037,0.345269,2.8671,28.0976,23.7374,19.902,-302.1203,28.906,617.0746,304.3026687,1
304.4952,8.5,11.1597,2.2354,132.1611,114.4091,0.34,2.8801,27.641,23.4235,19.4922,-301.8447,28.908,616.8712,304.4549387,0.989256364
304.6476,8.5,11.2085,2.2424,133.0871,112.5464,0.340526,2.918,28.0186,23.8373,19.5337,-301.452,28.9099,617.8018,304.6072072,0.955389091
304.8,8.5,11.2705,2.2426,134.0339,110.8412,0.349676,2.9503,29.4821,25.1505,19.7272,-301.0648,28.9119,620.4749,304.7594741,0.924385455
304.9524,8.5,11.3206,2.2356,134.6971,107.2384,0.360716,2.9852,30.529,26.0273,19.4227,-300.7931,28.9138,622.1299,304.9117394,0.85888
305.1048,8.5,11.3375,2.2292,134.6999,102.6269,0.356319,2.9936,29.786,25.3101,18.7523,-300.6253,28.9158,621.41,305.0640032,0.775034545
305.2572,8.5,11.3341,2.2287,134.2129,103.0982,0.336831,2.9712,28.0778,23.747,18.1294,-300.4688,28.9177,620.8498,305.2162654,0.783603636
305.4096,8.5,11.3456,2.2295,133.7029,106.798,0.317999,2.9477,26.4179,22.2504,17.2956,-300.2933,28.9197,621.5781,305.3685261,0.850872727
305.562,8.5,11.3736,2.2266,133.5815,111.7664,0.307784,2.9372,25.1557,21.1392,16.0356,-300.1744,28.9217,622.0211,305.5207851,0.941207273
305.7144,8.5,11.3892,2.2233,133.8301,117.1968,0.318331,2.9372,25.1826,21.1103,15.0756,-300.1174,28.9236,621.3006,305.6730425,1
305.8668,8.5,11.382,2.2237,133.9083,119.7595,0.337977,2.9493,26.9649,22.5157,15.0418,-300.0479,28.9256,620.3397,305.8252983,1
306.0192,8.5,11.3577,2.2318,133.6115,119.5073,0.333636,2.9744,29.203,24.3236,15.6046,-299.9133,28.9275,621.3042,305.9775525,1
306.1716,8.5,11.3316,2.2442,133.1479,116.8375,0.315077,2.9984,30.3952,25.2985,15.9188,-299.7726,28.9295,621.83,306.1298051,1
306.324,8.5,11.3448,2.2509,132.9561,114.5484,0.31685,3.0015,30.631,25.4744,15.6296,-299.6796,28.9314,620.0516,306.282056,0.991789091
306.4764,8.5,11.4304,2.2476,133.1289,114.8584,0.341357,2.9901,30.9627,25.7006,14.9741,-299.5871,28.9334,618.9886,306.4343053,0.997425455
306.6288,8.5,11.5487,2.2355,133.4529,114.3651,0.355862,2.9692,31.8112,26.3164,14.3329,-299.3487,28.9353,620.8083,306.5865529,0.988456364
306.7812,8.5,11.6138,2.226,133.7283,116.399,0.34998,2.97,32.3953,26.6932,14.0399,-298.9664,28.9373,622.6796,306.7387988,1
306.9336,8.5,11.6075,2.227,133.9092,121.9408,0.341606,2.9926,31.7714,26.1215,14.0823,-298.6187,28.9392,623.6089,306.8910431,1
307.086,8.5,11.6293,2.2343,134.0235,122.1141,0.3445,2.9943,29.9692,24.664,13.8558,-298.3256,28.9412,624.7687,307.0432857,1
307.2384,8.5,11.7248,2.2401,134.1672,122.3884,0.360801,2.9743,28.4243,23.4666,13.1888,-298.1483,28.9432,624.2951,307.1955266,1
307.3908,8.5,11.8289,2.2408,134.5108,122.8333,0.371239,2.9665,28.4399,23.5239,12.6919,-298.2343,28.9451,620.7624,307.3477658,1
307.5432,8.5,11.888,2.2389,134.869,118.4411,0.362152,2.9701,28.0654,23.2939,12.4661,-298.5008,28.9471,617.6638,307.5000032,1
307.6956,8.5,11.9099,2.238,134.8238,112.1286,0.338005,2.9765,26.3412,22.045,12.3371,-298.8089,28.949,618.4811,307.652239,0.947792727
307.848,8.5,11.9265,2.2369,134.4684,113.4775,0.319064,2.9804,25.817,21.7408,12.4205,-299.1432,28.951,622.314,307.804473,0.972318182
308.0004,8.5,11.9442,2.24,134.0722,118.1441,0.324932,3.0001,26.577,22.3917,12.4451,-299.4886,28.9529,624.6614,307.9567053,1
308.1528,8.5,11.9507,2.2452,133.7039,118.8016,0.337128,3.036,26.6769,22.4497,12.132,-299.7385,28.9549,625.2476,308.1089358,1
308.3052,8.5,11.9401,2.243,133.4283,119.9905,0.34226,3.0338,26.0129,21.8577,11.728,-299.8474,28.9568,626.2957,308.2611646,1
308.4576,8.5,11.9275,2.2406,133.3958,122.0946,0.341861,2.9923,25.4589,21.369,11.5114,-299.8889,28.9588,628.0206,308.4133916,1
308.61,8.5,11.9485,2.2384,133.7245,121.9682,0.340424,2.9611,25.463,21.3507,11.3787,-299.9441,28.9607,627.8556,308.5656168,1
308.7624,8.5,12.0476,2.2297,134.2663,120.6568,0.337038,2.9549,25.8461,21.5975,11.2315,-299.9865,28.9627,627.6212,308.7178403,1
308.9148,8.5,12.1521,2.2234,134.7467,117.2465,0.333969,2.9588,26.2418,21.8174,11.3171,-299.9633,28.9647,627.6159,308.8700619,1
309.0672,8.5,12.0994,2.227,134.925,115.1324,0.335946,2.9803,26.6131,22.0608,11.7339,-299.9092,28.9666,625.7682,309.0222817,1
309.2196,8.5,12.0082,2.2366,134.7148,117.1877,0.338773,3.0261,27.3801,22.6272,11.9931,-299.9276,28.9686,623.2573,309.1744998,1
309.372,8.5,12.0387,2.2449,134.4247,120.7301,0.33382,3.0614,27.4313,22.5334,11.5538,-299.9885,28.9705,621.9761,309.326716,1
309.5244,8.5,12.0574,2.2461,134.1939,119.9008,0.332292,3.0699,26.2105,21.4015,11.002,-299.9617,28.9725,621.0739,309.4789304,1
309.6768,8.5,11.9263,2.2417,133.9342,118.6991,0.33348,3.0585,25.8278,21.0127,11.35,-299.959,28.9744,620.7922,309.6311429,1
309.8292,8.5,11.722,2.2387,133.7433,120.0271,0.331036,3.0368,27.2804,22.1071,12.2628,-300.1246,28.9764,620.7206,309.7833536,1
309.9816,8.5,11.6239,2.2388,133.7227,121.8398,0.330755,3.0203,29.0279,23.3683,12.55,-300.3891,28.9783,621.9512,309.9355624,1
310.134,8.5,11.6201,2.2395,133.8466,125.2637,0.338548,3.0179,29.8014,23.7973,12.1672,-300.613,28.9803,623.7131,310.0877694,1
310.2864,8.5,11.6237,2.2456,134.0731,130.4027,0.345383,3.0318,29.3794,23.354,12.0532,-300.6971,28.9822,625.0744,310.2399745,1
310.4388,8.5,11.5831,2.2556,134.3954,130.7359,0.343605,3.0635,28.574,22.7287,12.48,-300.6332,28.9842,626.1685,310.3921777,1
310.5912,8.5,11.4969,2.2596,134.7749,128.4409,0.332493,3.0951,27.4979,21.9408,12.835,-300.4122,28.9861,627.4626,310.544379,1
310.7436,8.5,11.4214,2.2537,134.9769,129.4566,0.325527,3.0884,25.4645,20.4055,12.4629,-300.1326,28.9881,628.1376,310.6965784,1
310.896,8.5,11.3814,2.2453,134.764,132.7563,0.32382,3.0502,24.8682,19.946,12.0343,-299.9699,28.9901,627.5875,310.8487759,1
311.0484,8.5,11.3707,2.2484,134.3345,130.7921,0.321337,3.0334,27.2179,21.7382,12.3466,-300.0119,28.992,626.5406,311.0009715,1
311.2008,8.5,11.3686,2.2537,133.8924,122.4916,0.33138,3.0278,29.3251,23.3704,12.7284,-300.1594,28.994,625.6372,311.1531651,1
311.3532,8.5,11.3492,2.2478,133.4764,113.8074,0.342642,3.0163,28.4212,22.7191,12.3666,-300.3153,28.9959,627.6351,311.3053568,0.978316364
311.5056,8.5,11.3087,2.2399,133.1691,113.8606,0.343886,3.0113,25.36,20.4065,11.3867,-300.5059,28.9979,629.9102,311.4575466,0.979283636
311.658,8.5,11.2673,2.2407,133.2995,118.0937,0.35468,2.9989,23.3627,18.8966,10.5812,-300.7603,28.9998,631.2275,311.6097344,1
311.8104,8.5,11.2452,2.2418,133.8237,115.6479,0.377813,2.9924,24.1173,19.4751,10.4634,-301.0532,29.0018,633.6543,311.7619202,1
311.9628,8.5,11.25,2.2327,134.324,112.1437,0.384631,2.9896,25.3492,20.385,10.6172,-301.3472,29.0037,634.9332,311.914104,0.948067273
312.1152,8.5,11.2607,2.2252,134.5686,114.0211,0.369523,2.9732,25.5515,20.491,10.5781,-301.6438,29.0057,631.9377,312.0662859,0.982201818
312.2676,8.5,11.2527,2.2287,134.2033,116.9193,0.346264,2.9473,25.3053,20.3031,10.4038,-301.9396,29.0076,628.7628,312.2184658,1
312.42,8.5,11.1889,2.2358,132.9857,116.9319,0.333613,2.946,25.0333,20.1691,10.2414,-302.1461,29.0096,627.7919,312.3706436,1
312.5724,8.5,11.0776,2.2354,132.0179,115.0256,0.324789,2.9582,25.9079,20.8603,10.1832,-302.21,29.0115,627.435,312.5228195,1
312.7248,8.5,11.0137,2.2299,131.7156,112.6996,0.308685,2.9571,26.7168,21.3708,9.8217,-302.1755,29.0135,627.2089,312.6749933,0.958174545
312.8772,8.5,11.0229,2.2284,131.8196,111.2179,0.299133,2.9673,25.9353,20.6483,9.1604,-302.1545,29.0154,626.9588,312.8271653,0.931234545
313.0296,8.5,11.0493,2.2371,132.2046,113.4978,0.307796,2.9756,25.0144,19.8834,8.6924,-302.166,29.0174,624.3988,312.9793357,0.972687273
313.182,8.5,11.0673,2.2491,132.3061,118.6268,0.329447,2.9486,25.7738,20.4154,8.6093,-302.1373,29.0194,623.754,313.1315043,1
313.3344,8.5,11.0777,2.2556,132.1597,122.4251,0.345185,2.9173,26.9426,21.2702,8.6239,-302.2017,29.0213,626.4301,313.2836714,1
313.4868,8.5,11.0834,2.2513,132.0614,119.5308,0.349507,2.8908,26.9327,21.2772,8.6495,-302.4451,29.0233,628.4404,313.4358367,1
313.6392,8.5,11.0886,2.2381,132.1969,115.2357,0.345166,2.8711,26.3128,20.88,8.8518,-302.7753,29.0252,627.8279,313.5880004,1
313.7916,8.5,11.1055,2.2267,132.4363,115.0123,0.343628,2.8556,26.1817,20.9076,9.2728,-303.062,29.0272,628.6453,313.7401624,1
313.944,8.5,11.143,2.2213,132.6736,117.1689,0.346486,2.8571,27.2346,21.8749,9.9609,-303.2263,29.0291,632.6868,313.8923228,1
314.0964,8.5,11.2058,2.2177,132.9881,116.4006,0.350889,2.8858,29.5076,23.7742,10.9348,-303.3056,29.0311,635.0116,314.0444814,1
314.2488,8.5,11.2874,2.2178,133.4027,114.8189,0.35281,2.8887,31.0467,25.0933,11.9284,-303.3581,29.033,635.2026,314.1966384,0.996707273
314.4012,8.5,11.3555,2.2214,133.7195,118.8005,0.361195,2.8735,30.4146,24.7016,12.738,-303.4304,29.035,635.4031,314.3487937,1
314.5536,8.5,11.385,2.2256,133.7944,121.2355,0.367866,2.8893,28.8307,23.5027,13.4981,-303.5429,29.0369,633.3075,314.5009473,1
314.706,8.5,11.3794,2.2292,133.6476,116.9974,0.350073,2.9249,26.9468,22.0008,13.9059,-303.687,29.0389,629.0748,314.6530991,1
314.8584,8.5,11.3573,2.2293,133.355,112.8785,0.317121,2.9459,24.9586,20.3874,13.7589,-303.7922,29.0408,626.2083,314.8052493,0.961427273
315.0108,8.5,11.3442,2.2297,133.2105,114.0918,0.301643,2.9531,24.1262,19.7226,13.7242,-303.8403,29.0428,627.5441,314.9573977,0.983487273
315.1632,8.5,11.3429,2.2351,133.3946,116.0972,0.315295,2.9526,24.6344,20.2039,13.9532,-303.8965,29.0447,630.0651,315.1095444,1
315.3156,8.5,11.3512,2.238,133.7881,116.4326,0.340846,2.9494,25.1563,20.7628,13.9409,-303.9655,29.0467,632.6672,315.2616894,1
315.468,8.5,11.3817,2.2358,134.1123,120.1526,0.366324,2.9637,25.9985,21.5824,14.1784,-304.0643,29.0487,634.9891,315.4138326,1
315.6204,8.5,11.4544,2.2381,134.1667,126.0898,0.375803,3.0053,27.5694,22.9359,15.525,-304.2732,29.0506,634.0705,315.5659741,1
315.7728,8.5,11.579,2.2442,133.9972,125.2974,0.35758,3.0265,28.0652,23.3769,17.2003,-304.682,29.0526,631.1841,315.7181138,1
315.9252,8.5,11.7153,2.2502,133.7356,120.4178,0.338453,3.0228,27.2634,22.7663,17.6643,-305.2276,29.0545,629.1999,315.8702518,1
316.0776,8.5,11.7962,2.2502,133.6259,116.5484,0.339173,3.0107,26.5045,22.2109,17.2339,-305.6835,29.0565,628.9797,316.0223881,1
