,DEPTH,CEMENT_FLAG,GR,GR_SHAPE,NEUT,RESD,TVD,V_mud,DTC,BS,CALI,DENS,Zone,Thickness,Lithofacies,Facies_code
0,376.5804,-999,-999,-999,-999,-999,369.6706,-999,-999,-999,-999,-999,-999,0,-999,-999
1,376.7328,-999,-999,-999,-999,-999,369.8204,-999,-999,-999,-999,-999,-999,0,-999,-999
2,376.8852,-999,-999,-999,-999,-999,369.9703,-999,-999,-999,-999,-999,-999,0,-999,-999
3,377.0376,-999,-999,-999,-999,-999,370.1201,-999,-999,-999,-999,-999,-999,0,-999,-999
4,377.19,-999,-999,-999,-999,-999,370.27,-999,-999,-999,-999,-999,-999,0,-999,-999
5,377.3424,-999,-999,-999,-999,-999,370.4198,-999,-999,-999,-999,-999,-999,0,-999,-999
6,377.4948,-999,-999,-999,-999,-999,370.5696,-999,-999,-999,-999,-999,-999,0,-999,-999
7,377.6472,-999,-999,-999,-999,-999,370.7194,-999,-999,-999,-999,-999,-999,0,-999,-999
8,377.7996,-999,-999,-999,-999,-999,370.8692,-999,-999,-999,-999,-999,-999,0,-999,-999
9,377.952,-999,-999,-999,-999,-999,371.0189,-999,-999,-999,-999,-999,-999,0,-999,-999
10,378.1044,-999,-999,-999,-999,-999,371.1687,-999,-999,-999,-999,-999,-999,0,-999,-999
11,378.2568,-999,-999,-999,-999,-999,371.3184,-999,-999,-999,-999,-999,-999,0,-999,-999
12,378.4092,-999,-999,-999,-999,-999,371.4682,-999,-999,-999,-999,-999,-999,0,-999,-999
13,378.5616,-999,-999,-999,-999,-999,371.6179,-999,-999,-999,-999,-999,-999,0,-999,-999
14,378.714,-999,-999,-999,-999,-999,371.7676,-999,-999,-999,-999,-999,-999,0,-999,-999
15,378.8664,-999,-999,-999,-999,-999,371.9173,-999,-999,-999,-999,-999,-999,0,-999,-999
16,379.0188,-999,-999,-999,-999,-999,372.067,-999,-999,-999,-999,-999,-999,0,-999,-999
17,379.1712,-999,-999,-999,-999,-999,372.2166,-999,-999,-999,-999,-999,-999,0,-999,-999
18,379.3236,-999,-999,-999,-999,-999,372.3663,-999,-999,-999,-999,-999,-999,0,-999,-999
19,379.476,-999,-999,-999,-999,-999,372.5159,-999,-999,-999,-999,-999,-999,0,-999,-999
20,379.6284,-999,-999,-999,-999,-999,372.6656,-999,-999,-999,-999,-999,-999,0,-999,-999
21,379.7808,-999,-999,-999,-999,-999,372.8152,-999,-999,-999,-999,-999,-999,0,-999,-999
22,379.9332,-999,-999,-999,-999,-999,372.9648,-999,-999,-999,-999,-999,-999,0,-999,-999
23,380.0856,-999,-999,-999,-999,-999,373.1144,-999,-999,-999,-999,-999,-999,0,-999,-999
24,380.238,-999,-999,-999,-999,-999,373.264,-999,-999,-999,-999,-999,-999,0,-999,-999
25,380.3904,-999,-999,-999,-999,-999,373.4135,-999,-999,-999,-999,-999,-999,0,-999,-999
26,380.5428,-999,-999,-999,-999,-999,373.5631,-999,-999,-999,-999,-999,-999,0,-999,-999
27,380.6952,-999,-999,-999,-999,-999,373.7127,-999,-999,-999,-999,-999,-999,0,-999,-999
28,380.8476,-999,-999,-999,-999,-999,373.8622,-999,-999,-999,-999,-999,-999,0,-999,-999
29,381,-999,-999,-999,-999,-999,374.0117,-999,-999,-999,-999,-999,-999,0,-999,-999
30,381.1524,-999,-999,-999,-999,-999,374.1612,-999,-999,-999,-999,-999,-999,0,-999,-999
31,381.3048,-999,-999,-999,-999,-999,374.3107,-999,-999,-999,-999,-999,-999,0,-999,-999
32,381.4572,-999,-999,-999,-999,-999,374.4602,-999,-999,-999,-999,-999,-999,0,-999,-999
33,381.6096,-999,-999,-999,-999,-999,374.6096,-999,-999,-999,-999,-999,-999,0,-999,-999
34,381.762,-999,-999,-999,-999,-999,374.7591,-999,-999,-999,-999,-999,-999,0,-999,-999
35,381.9144,-999,-999,-999,-999,-999,374.9085,-999,-999,-999,-999,-999,-999,0,-999,-999
36,382.0668,-999,-999,-999,-999,-999,375.0579,-999,-999,-999,-999,-999,-999,0,-999,-999
37,382.2192,-999,-999,-999,-999,-999,375.2072,-999,-999,-999,-999,-999,-999,0,-999,-999
38,382.3716,-999,-999,-999,-999,-999,375.3566,-999,-999,-999,-999,-999,-999,0,-999,-999
39,382.524,-999,-999,-999,-999,-999,375.5059,-999,-999,-999,-999,-999,-999,0,-999,-999
40,382.6764,-999,-999,-999,-999,-999,375.6552,-999,-999,-999,-999,-999,-999,0,-999,-999
41,382.8288,-999,-999,-999,-999,-999,375.8044,-999,-999,-999,-999,-999,-999,0,-999,-999
42,382.9812,-999,-999,-999,-999,-999,375.9537,-999,-999,-999,-999,-999,-999,0,-999,-999
43,383.1336,-999,-999,-999,-999,-999,376.1029,-999,-999,-999,-999,-999,-999,0,-999,-999
44,383.286,-999,-999,-999,-999,-999,376.2521,-999,-999,-999,-999,-999,-999,0,-999,-999
45,383.4384,-999,-999,-999,-999,-999,376.4013,-999,-999,-999,-999,-999,-999,0,-999,-999
46,383.5908,-999,-999,-999,-999,-999,376.5504,-999,-999,-999,-999,-999,-999,0,-999,-999
47,383.7432,-999,-999,-999,-999,-999,376.6995,-999,-999,-999,-999,-999,-999,0,-999,-999
48,383.8956,-999,-999,-999,-999,-999,376.8486,-999,-999,-999,-999,-999,-999,0,-999,-999
49,384.048,-999,-999,-999,-999,-999,376.9977,-999,-999,-999,-999,-999,-999,0,-999,-999
50,384.2004,-999,-999,-999,-999,-999,377.1467,-999,-999,-999,-999,-999,-999,0,-999,-999
51,384.3528,-999,-999,-999,-999,-999,377.2957,-999,-999,-999,-999,-999,-999,0,-999,-999
52,384.5052,-999,-999,-999,-999,-999,377.4447,-999,-999,-999,-999,-999,-999,0,-999,-999
53,384.6576,-999,-999,-999,-999,-999,377.5937,-999,-999,-999,-999,-999,-999,0,-999,-999
54,384.81,-999,-999,-999,-999,-999,377.7426,-999,-999,-999,-999,-999,-999,0,-999,-999
55,384.9624,-999,-999,-999,-999,-999,377.8915,-999,-999,-999,-999,-999,-999,0,-999,-999
56,385.1148,-999,-999,-999,-999,-999,378.0404,-999,-999,-999,-999,-999,-999,0,-999,-999
57,385.2672,-999,-999,-999,-999,-999,378.1893,-999,-999,-999,-999,-999,-999,0,-999,-999
58,385.4196,-999,-999,-999,-999,-999,378.3381,-999,-999,-999,-999,-999,-999,0,-999,-999
59,385.572,-999,-999,-999,-999,-999,378.4869,-999,-999,-999,-999,-999,-999,0,-999,-999
60,385.7244,-999,-999,-999,-999,-999,378.6357,-999,-999,-999,-999,-999,-999,0,-999,-999
61,385.8768,-999,-999,-999,-999,-999,378.7844,-999,-999,-999,-999,-999,-999,0,-999,-999
62,386.0292,-999,-999,-999,-999,-999,378.9332,-999,-999,-999,-999,-999,-999,0,-999,-999
63,386.1816,-999,-999,-999,-999,-999,379.0819,-999,-999,-999,-999,-999,-999,0,-999,-999
64,386.334,-999,-999,-999,-999,-999,379.2306,-999,-999,-999,-999,-999,-999,0,-999,-999
65,386.4864,-999,-999,-999,-999,-999,379.3792,-999,-999,-999,-999,-999,-999,0,-999,-999
66,386.6388,-999,-999,-999,-999,-999,379.5278,-999,-999,-999,-999,-999,-999,0,-999,-999
67,386.7912,-999,-999,-999,-999,-999,379.6764,-999,-999,-999,-999,-999,-999,0,-999,-999
68,386.9436,-999,-999,-999,-999,-999,379.825,-999,-999,-999,-999,-999,-999,0,-999,-999
69,387.096,-999,-999,-999,-999,-999,379.9735,-999,-999,-999,-999,-999,-999,0,-999,-999
70,387.2484,-999,-999,-999,-999,-999,380.122,-999,-999,-999,-999,-999,-999,0,-999,-999
71,387.4008,-999,-999,-999,-999,-999,380.2705,-999,-999,-999,-999,-999,-999,0,-999,-999
72,387.5532,-999,-999,-999,-999,-999,380.419,-999,-999,-999,-999,-999,-999,0,-999,-999
73,387.7056,-999,-999,-999,-999,-999,380.5674,-999,-999,-999,-999,-999,-999,0,-999,-999
74,387.858,-999,-999,-999,-999,-999,380.7158,-999,-999,-999,-999,-999,-999,0,-999,-999
75,388.0104,-999,-999,-999,-999,-999,380.8642,-999,-999,-999,-999,-999,-999,0,-999,-999
76,388.1628,-999,-999,-999,-999,-999,381.0125,-999,-999,-999,-999,-999,-999,0,-999,-999
77,388.3152,-999,-999,-999,-999,-999,381.1609,-999,-999,-999,-999,-999,-999,0,-999,-999
78,388.4676,-999,-999,-999,-999,-999,381.3091,-999,-999,-999,-999,-999,-999,0,-999,-999
79,388.62,-999,-999,-999,-999,-999,381.4574,-999,-999,-999,-999,-999,-999,0,-999,-999
80,388.7724,-999,-999,-999,-999,-999,381.6056,-999,-999,-999,-999,-999,-999,0,-999,-999
81,388.9248,-999,-999,-999,-999,-999,381.7538,-999,-999,-999,-999,-999,-999,0,-999,-999
82,389.0772,-999,-999,-999,-999,-999,381.902,-999,-999,-999,-999,-999,-999,0,-999,-999
83,389.2296,-999,-999,-999,-999,-999,382.0502,-999,-999,-999,-999,-999,-999,0,-999,-999
84,389.382,-999,-999,-999,-999,-999,382.1983,-999,-999,-999,-999,-999,-999,0,-999,-999
85,389.5344,-999,-999,-999,-999,-999,382.3464,-999,-999,-999,-999,-999,-999,0,-999,-999
86,389.6868,-999,-999,-999,-999,-999,382.4944,-999,-999,-999,-999,-999,-999,0,-999,-999
87,389.8392,-999,-999,-999,-999,-999,382.6425,-999,-999,-999,-999,-999,-999,0,-999,-999
88,389.9916,-999,-999,-999,-999,-999,382.7905,-999,-999,-999,-999,-999,-999,0,-999,-999
89,390.144,-999,-999,-999,-999,-999,382.9385,-999,-999,-999,-999,-999,-999,0,-999,-999
90,390.2964,-999,-999,-999,-999,-999,383.0864,-999,-999,-999,-999,-999,-999,0,-999,-999
91,390.4488,-999,-999,-999,-999,-999,383.2343,-999,-999,-999,-999,-999,-999,0,-999,-999
92,390.6012,-999,-999,-999,-999,-999,383.3822,-999,-999,-999,-999,-999,-999,0,-999,-999
93,390.7536,-999,-999,-999,-999,-999,383.5301,-999,-999,-999,-999,-999,-999,0,-999,-999
94,390.906,-999,-999,-999,-999,-999,383.6779,-999,-999,-999,-999,-999,-999,0,-999,-999
95,391.0584,-999,-999,-999,-999,-999,383.8257,-999,-999,-999,-999,-999,-999,0,-999,-999
96,391.2108,-999,-999,-999,-999,-999,383.9735,-999,-999,-999,-999,-999,-999,0,-999,-999
97,391.3632,-999,-999,-999,-999,-999,384.1212,-999,-999,-999,-999,-999,-999,0,-999,-999
98,391.5156,-999,-999,-999,-999,-999,384.2689,-999,-999,-999,-999,-999,-999,0,-999,-999
99,391.668,-999,-999,-999,-999,-999,384.4166,-999,-999,-999,-999,-999,-999,0,-999,-999
100,391.8204,-999,-999,-999,-999,-999,384.5642,-999,-999,-999,-999,-999,-999,0,-999,-999
101,391.9728,-999,-999,-999,-999,-999,384.7119,-999,-999,-999,-999,-999,-999,0,-999,-999
102,392.1252,-999,-999,-999,-999,-999,384.8595,-999,-999,-999,-999,-999,-999,0,-999,-999
103,392.2776,-999,-999,-999,-999,-999,385.0071,-999,-999,-999,-999,-999,-999,0,-999,-999
104,392.43,-999,-999,-999,-999,-999,385.1546,-999,-999,-999,-999,-999,-999,0,-999,-999
105,392.5824,-999,-999,-999,-999,-999,385.3022,-999,-999,-999,-999,-999,-999,0,-999,-999
106,392.7348,-999,-999,-999,-999,-999,385.4497,-999,-999,-999,-999,-999,-999,0,-999,-999
107,392.8872,-999,-999,-999,-999,-999,385.5972,-999,-999,-999,-999,-999,-999,0,-999,-999
108,393.0396,-999,-999,-999,-999,-999,385.7447,-999,-999,-999,-999,-999,-999,0,-999,-999
109,393.192,-999,-999,-999,-999,-999,385.8921,-999,-999,-999,-999,-999,-999,0,-999,-999
110,393.3444,-999,-999,-999,-999,-999,386.0396,-999,-999,-999,-999,-999,-999,0,-999,-999
111,393.4968,-999,-999,-999,-999,-999,386.187,-999,-999,-999,-999,-999,-999,0,-999,-999
112,393.6492,-999,-999,-999,-999,-999,386.3344,-999,-999,-999,-999,-999,-999,0,-999,-999
113,393.8016,-999,-999,-999,-999,-999,386.4818,-999,-999,-999,-999,-999,-999,0,-999,-999
114,393.954,-999,-999,-999,-999,-999,386.6292,-999,-999,-999,-999,-999,-999,0,-999,-999
115,394.1064,-999,-999,-999,-999,-999,386.7765,-999,-999,-999,-999,-999,-999,0,-999,-999
116,394.2588,-999,-999,-999,-999,-999,386.9238,-999,-999,-999,-999,-999,-999,0,-999,-999
117,394.4112,-999,-999,-999,-999,-999,387.0711,-999,-999,-999,-999,-999,-999,0,-999,-999
118,394.5636,-999,-999,-999,-999,-999,387.2184,-999,-999,-999,-999,-999,-999,0,-999,-999
119,394.716,-999,-999,-999,-999,-999,387.3657,-999,-999,-999,-999,-999,-999,0,-999,-999
120,394.8684,-999,-999,-999,-999,-999,387.5129,-999,-999,-999,-999,-999,-999,0,-999,-999
121,395.0208,-999,-999,-999,-999,-999,387.6602,-999,-999,-999,-999,-999,-999,0,-999,-999
122,395.1732,-999,-999,-999,-999,-999,387.8074,-999,-999,-999,-999,-999,-999,0,-999,-999
123,395.3256,-999,-999,-999,-999,-999,387.9545,-999,-999,-999,-999,-999,-999,0,-999,-999
124,395.478,-999,-999,-999,-999,-999,388.1017,-999,-999,-999,-999,-999,-999,0,-999,-999
125,395.6304,-999,-999,-999,-999,-999,388.2489,-999,-999,-999,-999,-999,-999,0,-999,-999
126,395.7828,-999,-999,-999,-999,-999,388.396,-999,-999,-999,-999,-999,-999,0,-999,-999
127,395.9352,-999,-999,-999,-999,-999,388.5431,-999,-999,-999,-999,-999,-999,0,-999,-999
128,396.0876,-999,-999,-999,-999,-999,388.6902,-999,-999,-999,-999,-999,-999,0,-999,-999
129,396.24,-999,-999,-999,-999,-999,388.8372,-999,-999,-999,-999,-999,-999,0,-999,-999
130,396.3924,-999,-999,-999,-999,-999,388.9843,-999,-999,-999,-999,-999,-999,0,-999,-999
131,396.5448,-999,-999,-999,-999,-999,389.1313,-999,-999,-999,-999,-999,-999,0,-999,-999
132,396.6972,-999,-999,-999,-999,-999,389.2783,-999,-999,-999,-999,-999,-999,0,-999,-999
133,396.8496,-999,-999,-999,-999,-999,389.4253,-999,-999,-999,-999,-999,-999,0,-999,-999
134,397.002,-999,-999,-999,-999,-999,389.5723,-999,-999,-999,-999,-999,-999,0,-999,-999
135,397.1544,-999,-999,-999,-999,-999,389.7192,-999,-999,-999,-999,-999,-999,0,-999,-999
136,397.3068,-999,-999,-999,-999,-999,389.8661,-999,-999,-999,-999,-999,-999,0,-999,-999
137,397.4592,-999,-999,-999,-999,-999,390.013,-999,-999,-999,-999,-999,-999,0,-999,-999
138,397.6116,-999,-999,-999,-999,-999,390.1599,-999,-999,-999,-999,-999,-999,0,-999,-999
139,397.764,-999,-999,-999,-999,-999,390.3068,-999,-999,-999,-999,-999,-999,0,-999,-999
140,397.9164,-999,-999,-999,-999,-999,390.4536,-999,-999,-999,-999,-999,-999,0,-999,-999
141,398.0688,-999,-999,-999,-999,-999,390.6004,-999,-999,-999,-999,-999,-999,0,-999,-999
142,398.2212,-999,-999,-999,-999,-999,390.7472,-999,-999,-999,-999,-999,-999,0,-999,-999
143,398.3736,-999,-999,-999,-999,-999,390.894,-999,-999,-999,-999,-999,-999,0,-999,-999
144,398.526,-999,-999,-999,-999,-999,391.0407,-999,-999,-999,-999,-999,-999,0,-999,-999
145,398.6784,-999,-999,-999,-999,-999,391.1875,-999,-999,-999,-999,-999,-999,0,-999,-999
146,398.8308,-999,-999,-999,-999,-999,391.3342,-999,-999,-999,-999,-999,-999,0,-999,-999
147,398.9832,-999,-999,-999,-999,-999,391.4809,-999,-999,-999,-999,-999,-999,0,-999,-999
148,399.1356,-999,-999,-999,-999,-999,391.6275,-999,-999,-999,-999,-999,-999,0,-999,-999
149,399.288,-999,-999,-999,-999,-999,391.7742,-999,-999,-999,-999,-999,-999,0,-999,-999
150,399.4404,-999,-999,-999,-999,-999,391.9208,-999,-999,-999,-999,-999,-999,0,-999,-999
151,399.5928,-999,-999,-999,-999,-999,392.0674,-999,-999,-999,-999,-999,-999,0,-999,-999
152,399.7452,-999,-999,-999,-999,-999,392.214,-999,-999,-999,-999,-999,-999,0,-999,-999
153,399.8976,-999,-999,-999,-999,-999,392.3606,-999,-999,-999,-999,-999,-999,0,-999,-999
154,400.05,-999,-999,-999,-999,-999,392.5071,-999,-999,-999,-999,-999,-999,0,-999,-999
155,400.2024,-999,-999,-999,-999,-999,392.6536,-999,-999,-999,-999,-999,-999,0,-999,-999
156,400.3548,-999,-999,-999,-999,-999,392.8001,-999,-999,-999,-999,-999,-999,0,-999,-999
157,400.5072,-999,-999,-999,-999,-999,392.9466,-999,-999,-999,-999,-999,-999,0,-999,-999
158,400.6596,-999,-999,-999,-999,-999,393.0931,-999,-999,-999,-999,-999,-999,0,-999,-999
159,400.812,-999,-999,-999,-999,-999,393.2395,-999,-999,-999,-999,-999,-999,0,-999,-999
160,400.9644,-999,-999,-999,-999,-999,393.3859,-999,-999,-999,-999,-999,-999,0,-999,-999
161,401.1168,-999,-999,-999,-999,-999,393.5323,-999,-999,-999,-999,-999,-999,0,-999,-999
162,401.2692,-999,-999,-999,-999,-999,393.6787,-999,-999,-999,-999,-999,-999,0,-999,-999
163,401.4216,-999,-999,-999,-999,-999,393.8251,-999,-999,-999,-999,-999,-999,0,-999,-999
164,401.574,-999,-999,-999,-999,-999,393.9715,-999,-999,-999,-999,-999,-999,0,-999,-999
165,401.7264,-999,-999,-999,-999,-999,394.1178,-999,-999,-999,-999,-999,-999,0,-999,-999
166,401.8788,-999,-999,-999,-999,-999,394.2642,-999,-999,-999,-999,-999,-999,0,-999,-999
167,402.0312,-999,-999,-999,-999,-999,394.4105,-999,-999,-999,-999,-999,-999,0,-999,-999
168,402.1836,-999,-999,-999,-999,-999,394.5569,-999,-999,-999,-999,-999,-999,0,-999,-999
169,402.336,-999,-999,-999,-999,-999,394.7032,-999,-999,-999,-999,-999,-999,0,-999,-999
170,402.4884,-999,-999,-999,-999,-999,394.8495,-999,-999,-999,-999,-999,-999,0,-999,-999
171,402.6408,-999,-999,-999,-999,-999,394.9958,-999,-999,-999,-999,-999,-999,0,-999,-999
172,402.7932,-999,-999,-999,-999,-999,395.1422,-999,-999,-999,-999,-999,-999,0,-999,-999
173,402.9456,-999,-999,-999,-999,-999,395.2885,-999,-999,-999,-999,-999,-999,0,-999,-999
174,403.098,-999,-999,-999,-999,-999,395.4348,-999,-999,-999,-999,-999,-999,0,-999,-999
175,403.2504,-999,-999,-999,-999,-999,395.5811,-999,-999,-999,-999,-999,-999,0,-999,-999
176,403.4028,-999,-999,-999,-999,-999,395.7274,-999,-999,-999,-999,-999,-999,0,-999,-999
177,403.5552,-999,-999,-999,-999,-999,395.8736,-999,-999,-999,-999,-999,-999,0,-999,-999
178,403.7076,-999,-999,-999,-999,-999,396.0199,-999,-999,-999,-999,-999,-999,0,-999,-999
179,403.86,-999,-999,-999,-999,-999,396.1662,-999,-999,-999,-999,-999,-999,0,-999,-999
180,404.0124,-999,-999,-999,-999,-999,396.3125,-999,-999,-999,-999,-999,-999,0,-999,-999
181,404.1648,-999,-999,-999,-999,-999,396.4587,-999,-999,-999,-999,-999,-999,0,-999,-999
182,404.3172,-999,-999,-999,-999,-999,396.605,-999,-999,-999,-999,-999,-999,0,-999,-999
183,404.4696,-999,-999,-999,-999,-999,396.7512,-999,-999,-999,-999,-999,-999,0,-999,-999
184,404.622,-999,-999,-999,-999,-999,396.8975,-999,-999,-999,-999,-999,-999,0,-999,-999
185,404.7744,-999,-999,-999,-999,-999,397.0437,-999,-999,-999,-999,-999,-999,0,-999,-999
186,404.9268,-999,-999,-999,-999,-999,397.1899,-999,-999,-999,-999,-999,-999,0,-999,-999
187,405.0792,-999,-999,-999,-999,-999,397.3361,-999,-999,-999,-999,-999,-999,0,-999,-999
188,405.2316,-999,-999,-999,-999,-999,397.4823,-999,-999,-999,-999,-999,-999,0,-999,-999
189,405.384,-999,-999,-999,-999,-999,397.6285,-999,-999,-999,-999,-999,-999,0,-999,-999
190,405.5364,-999,-999,-999,-999,-999,397.7747,-999,-999,-999,-999,-999,-999,0,-999,-999
191,405.6888,-999,-999,-999,-999,-999,397.9209,-999,-999,-999,-999,-999,-999,0,-999,-999
192,405.8412,-999,-999,-999,-999,-999,398.0671,-999,-999,-999,-999,-999,-999,0,-999,-999
193,405.9936,-999,-999,-999,-999,-999,398.2133,-999,-999,-999,-999,-999,-999,0,-999,-999
194,406.146,-999,-999,-999,-999,-999,398.3595,-999,-999,-999,-999,-999,-999,0,-999,-999
195,406.2984,-999,-999,-999,-999,-999,398.5056,-999,-999,-999,-999,-999,-999,0,-999,-999
196,406.4508,-999,-999,-999,-999,-999,398.6518,-999,-999,-999,-999,-999,-999,0,-999,-999
197,406.6032,-999,-999,-999,-999,-999,398.798,-999,-999,-999,-999,-999,-999,0,-999,-999
198,406.7556,-999,-999,-999,-999,-999,398.9441,-999,-999,-999,-999,-999,-999,0,-999,-999
199,406.908,-999,-999,-999,-999,-999,399.0902,-999,-999,-999,-999,-999,-999,0,-999,-999
200,407.0604,-999,-999,-999,-999,-999,399.2364,-999,-999,-999,-999,-999,-999,0,-999,-999
201,407.2128,-999,-999,-999,-999,-999,399.3825,-999,-999,-999,-999,-999,-999,0,-999,-999
202,407.3652,-999,-999,-999,-999,-999,399.5286,-999,-999,-999,-999,-999,-999,0,-999,-999
203,407.5176,-999,-999,-999,-999,-999,399.6747,-999,-999,-999,-999,-999,-999,0,-999,-999
204,407.67,-999,-999,-999,-999,-999,399.8208,-999,-999,-999,-999,-999,-999,0,-999,-999
205,407.8224,-999,-999,-999,-999,-999,399.9669,-999,-999,-999,-999,-999,-999,0,-999,-999
206,407.9748,-999,-999,-999,-999,-999,400.113,-999,-999,-999,-999,-999,-999,0,-999,-999
207,408.1272,-999,-999,-999,-999,-999,400.2591,-999,-999,-999,-999,-999,-999,0,-999,-999
208,408.2796,-999,-999,-999,-999,-999,400.4052,-999,-999,-999,-999,-999,-999,0,-999,-999
209,408.432,-999,-999,-999,-999,-999,400.5513,-999,-999,-999,-999,-999,-999,0,-999,-999
210,408.5844,-999,88.9148,-999,0.323,46.8048,400.6973,-999,117.0248,12.25,12.5612,2.2287,-999,0,-999,-999
211,408.7368,-999,84.6301,-999,0.3203,57.2004,400.8434,-999,111.6959,12.25,12.543,2.2329,-999,0,-999,-999
212,408.8892,-999,80.3453,-999,0.3175,67.5959,400.9894,-999,106.367,12.25,12.5248,2.2371,-999,0,-999,-999
213,409.0416,-999,76.1182,-999,0.3064,79.6479,401.1355,-999,101.9989,12.25,12.5052,2.2536,-999,0,-999,-999
214,409.194,-999,72.0448,-999,0.2735,96.1118,401.2815,-999,100.1901,12.25,12.4819,2.3031,-999,0,-999,-999
215,409.3464,-999,67.9713,-999,0.2405,112.5757,401.4276,-999,98.3813,12.25,12.4586,2.3526,-999,0,-999,-999
216,409.4988,-999,63.8979,-999,0.2075,129.0396,401.5736,-999,96.5725,12.25,12.4353,2.402,-999,0,-999,-999
217,409.6512,-999,70.766,-999,0.2185,110.2828,401.7196,-999,103.0002,12.25,12.413,2.3759,-999,0,-999,-999
218,409.8036,-999,77.721,-999,0.2297,91.2463,401.8656,-999,109.4934,12.25,12.3907,2.3492,-999,0,-999,-999
219,409.956,-999,84.676,-999,0.241,72.2099,402.0116,-999,115.9865,12.25,12.3683,2.3225,-999,0,-999,-999
220,410.1084,-999,87.942,-999,0.2645,66.245,402.1576,-999,118.6748,12.25,12.359,2.2918,-999,0,-999,-999
221,410.2608,-999,89.7105,-999,0.2928,65.5858,402.3036,-999,119.8187,12.25,12.3549,2.2595,-999,0,-999,-999
222,410.4132,-999,91.4791,-999,0.3212,64.9267,402.4496,-999,120.9627,12.25,12.3509,2.2272,-999,0,-999,-999
223,410.5656,-999,91.85,-999,0.3303,65.7062,402.5956,-999,121.5144,12.25,12.3482,2.2086,-999,0,-999,-999
224,410.718,-999,90.3716,-999,0.3137,68.3894,402.7415,-999,121.2826,12.25,12.3474,2.2082,-999,0,-999,-999
225,410.8704,-999,88.8931,-999,0.2972,71.0726,402.8875,-999,121.0508,12.25,12.3466,2.2079,-999,0,-999,-999
226,411.0228,-999,87.5581,-999,0.2854,73.4775,403.0335,-999,120.9346,12.25,12.3462,2.2073,-999,0,-999,-999
227,411.1752,-999,87.0379,-999,0.3002,74.3002,403.1794,-999,121.4755,12.25,12.3479,2.2048,-999,0,-999,-999
228,411.3276,-999,86.5177,-999,0.3151,75.123,403.3254,-999,122.0165,12.25,12.3496,2.2024,-999,0,-999,-999
229,411.48,-999,85.9976,-999,0.33,75.9457,403.4713,-999,122.5574,12.25,12.3512,2.1999,-999,0,-999,-999
230,411.6324,-999,84.8237,-999,0.337,75.6475,403.6173,-999,123.1195,12.25,12.349,2.1938,-999,0,-999,-999
231,411.7848,-999,83.551,-999,0.3429,75.1799,403.7633,-999,123.6849,12.25,12.3461,2.187,-999,0,-999,-999
232,411.9372,-999,82.2784,-999,0.3488,74.7123,403.9093,-999,124.2502,12.25,12.3433,2.1803,-999,0,-999,-999
233,412.0896,-999,83.2536,-999,0.3499,75.1926,404.0553,-999,124.6718,12.25,12.3427,2.1751,-999,0,-999,-999
234,412.242,-999,85.8045,-999,0.3476,76.3371,404.2013,-999,124.9927,12.25,12.3437,2.1709,-999,0,-999,-999
235,412.3944,-999,88.3554,-999,0.3453,77.4816,404.3474,-999,125.3136,12.25,12.3447,2.1667,-999,0,-999,-999
236,412.5468,-999,89.0313,-999,0.3412,79.8102,404.4934,-999,125.1381,12.25,12.3475,2.1634,-999,0,-999,-999
237,412.6992,-999,85.4769,-999,0.3332,84.8107,404.6395,-999,123.8426,12.25,12.3543,2.162,-999,0,-999,-999
238,412.8516,-999,81.9225,-999,0.3252,89.8111,404.7856,-999,122.5471,12.25,12.361,2.1606,-999,0,-999,-999
239,413.004,-999,78.4235,-999,0.3173,94.6509,404.9317,-999,121.3036,12.25,12.3678,2.1595,-999,0,-999,-999
240,413.1564,-999,76.9822,-999,0.3145,93.5329,405.0779,-999,121.99,12.25,12.3751,2.1703,-999,0,-999,-999
241,413.3088,-999,75.541,-999,0.3117,92.4149,405.224,-999,122.6764,12.25,12.3824,2.1811,-999,0,-999,-999
242,413.4612,-999,74.0997,-999,0.3089,91.297,405.3702,-999,123.3628,12.25,12.3897,2.1919,-999,0,-999,-999
243,413.6136,-999,75.5463,-999,0.3154,89.1187,405.5164,-999,124.0744,12.25,12.3899,2.1885,-999,0,-999,-999
244,413.766,-999,77.9792,-999,0.3252,86.5782,405.6626,-999,124.7946,12.25,12.3878,2.1803,-999,0,-999,-999
245,413.9184,-999,80.4122,-999,0.3349,84.0377,405.8088,-999,125.5149,12.25,12.3856,2.172,-999,0,-999,-999
246,414.0708,-999,82.0719,-999,0.3397,82.8443,405.955,-999,125.8515,12.25,12.3806,2.1663,-999,0,-999,-999
247,414.2232,-999,82.8404,-999,0.3387,83.2035,406.1013,-999,125.7459,12.25,12.3723,2.1634,-999,0,-999,-999
248,414.3756,-999,83.609,-999,0.3378,83.5627,406.2475,-999,125.6404,12.25,12.3641,2.1605,-999,0,-999,-999
249,414.528,-999,83.9156,-999,0.3381,84.2416,406.3938,-999,125.5383,12.25,12.3568,2.1582,-999,0,-999,-999
250,414.6804,-999,82.1698,-999,0.3438,86.341,406.5401,-999,125.4513,12.25,12.3539,2.1591,-999,0,-999,-999
251,414.8328,-999,80.4241,-999,0.3495,88.4404,406.6864,-999,125.3643,12.25,12.3511,2.1599,-999,0,-999,-999
252,414.9852,-999,78.6784,-999,0.3553,90.5397,406.8327,-999,125.2773,12.25,12.3482,2.1607,-999,0,-999,-999
